YEAR,A_TEAM_NO,B_TEAM_NO,A_TEAM,B_TEAM,CURRENT_ROUND,FAVORED_TEAM_SR,SPREAD,SPREAD_RAW,OVER_UNDER
2019,745,794,Virginia,Gardner Webb,64,Virginia,-22.5,Virginia -22.5,128.0
2019,776,764,Mississippi,Oklahoma,64,Mississippi,-1.0,Mississippi -1,142.5
2019,742,762,Wisconsin,Oregon,64,Wisconsin,-1.5,Wisconsin -1.5,117.0
2019,786,751,Kansas St.,UC Irvine,64,Kansas State,-3.5,Kansas State -3.5,119.0
2019,746,758,Villanova,Saint Mary's,64,Villanova,-3.5,Villanova -3.5,127.5
2019,760,763,Purdue,Old Dominion,64,Purdue,-12.5,Purdue -12.5,126.5
2019,800,789,Cincinnati,Iowa,64,Cincinnati,-4.0,Cincinnati -4,137.0
2019,753,799,Tennessee,Colgate,64,Tennessee,-17.5,Tennessee -17.5,146.5
2019,745,764,Virginia,Oklahoma,32,Virginia,-10.5,Virginia -10.5,126.5
2019,762,751,Oregon,UC Irvine,32,Oregon,-4.5,Oregon -4.5,127.0
2019,746,760,Villanova,Purdue,32,Purdue,-3.5,Purdue -3.5,138.0
2019,789,753,Iowa,Tennessee,32,Tennessee,-8.0,Tennessee -8,156.0
2019,745,762,Virginia,Oregon,16,Virginia,-8.5,Virginia -8.5,119.0
2019,760,753,Purdue,Tennessee,16,Tennessee,-1.5,Tennessee -1.5,147.5
2019,745,760,Virginia,Purdue,8,Virginia,-4.5,Virginia -4.5,127.5
2019,792,797,Gonzaga,Fairleigh Dickinson,64,Gonzaga,-28.5,Gonzaga -28.5,152.5
2019,755,804,Syracuse,Baylor,64,Syracuse,-2.5,Syracuse -2.5,129.5
2019,781,773,Marquette,Murray St.,64,Marquette,-3.0,Marquette -3,154.0
2019,795,747,Florida St.,Vermont,64,Florida State,-8.5,Florida State -8.5,133.0
2019,801,806,Buffalo,Arizona St.,64,Buffalo,-6.0,Buffalo -6,160.5
2019,752,766,Texas Tech,Northern Kentucky,64,Texas Tech,-13.0,Texas Tech -13,135.5
2019,772,796,Nevada,Florida,64,Nevada,-3.0,Nevada -3,136.0
2019,779,774,Michigan,Montana,64,Michigan,-15.0,Michigan -15,128.5
2019,792,804,Gonzaga,Baylor,32,Gonzaga,-14.5,Gonzaga -14.5,147.5
2019,773,795,Murray St.,Florida St.,32,Florida State,-4.0,Florida State -4,147.0
2019,801,752,Buffalo,Texas Tech,32,Texas Tech,-4.0,Texas Tech -4,150.5
2019,796,779,Florida,Michigan,32,Michigan,-6.0,Michigan -6,125.5
2019,792,795,Gonzaga,Florida St.,16,Gonzaga,-7.5,Gonzaga -7.5,148.5
2019,752,779,Texas Tech,Michigan,16,Michigan,-1.5,Michigan -1.5,125.0
2019,792,752,Gonzaga,Texas Tech,8,Gonzaga,-5.0,Gonzaga -5,140.0
2019,778,752,Michigan St.,Texas Tech,4,Michigan State,-2.0,Michigan State -2,133.5
2019,745,805,Virginia,Auburn,4,Virginia,-6.0,Virginia -6,132.0
2019,752,745,Texas Tech,Virginia,2,Virginia,-1.5,Virginia -1.5,119.5
2021,844,822,Michigan,Texas Southern,64,Michigan,-24.5,Michigan -24.5,141.5
2021,846,826,LSU,St. Bonaventure,64,Louisiana State,-2.0,Louisiana State -2,144.5
2021,866,858,Colorado,Georgetown,64,Colorado,-6.0,Colorado -6,137.0
2021,859,818,Florida St.,UNC Greensboro,64,Florida State,-10.5,Florida State -10.5,144.0
2021,870,819,BYU,UCLA,64,Brigham Young,-3.5,Brigham Young -3.5,139.0
2021,823,875,Texas,Abilene Christian,64,Texas,-8.5,Texas -8.5,139.0
2021,865,845,Connecticut,Maryland,64,Connecticut,-3.5,Connecticut -3.5,130.5
2021,874,851,Alabama,Iona,64,Alabama,-17.0,Alabama -17,146.5
2021,844,846,Michigan,LSU,32,Michigan,-4.0,Michigan -4,147.5
2021,866,859,Colorado,Florida St.,32,Florida State,-1.0,Florida State -1,141.5
2021,819,875,UCLA,Abilene Christian,32,UCLA,-5.5,UCLA -5.5,132.5
2021,845,874,Maryland,Alabama,32,Alabama,-6.0,Alabama -6,139.0
2021,844,859,Michigan,Florida St.,16,Michigan,-1.5,Michigan -1.5,140.5
2021,819,874,UCLA,Alabama,16,Alabama,-7.0,Alabama -7,144.5
2021,844,819,Michigan,UCLA,8,Michigan,-6.5,Michigan -6.5,137.0
2021,852,862,Illinois,Drexel,64,Illinois,-22.5,Illinois -22.5,143.0
2021,847,857,Loyola Chicago,Georgia Tech,64,Loyola (IL),-5.0,Loyola (IL) -5,124.5
2021,824,830,Tennessee,Oregon St.,64,Tennessee,-8.5,Tennessee -8.5,130.5
2021,833,848,Oklahoma St.,Liberty,64,Oklahoma State,-7.0,Oklahoma State -7,139.5
2021,827,825,San Diego St.,Syracuse,64,San Diego State,-3.0,San Diego State -3,138.0
2021,811,841,West Virginia,Morehead St.,64,West Virginia,-13.0,West Virginia -13,135.5
2021,869,828,Clemson,Rutgers,64,Rutgers,-2.5,Rutgers -2.5,125.5
2021,853,868,Houston,Cleveland St.,64,Houston,-20.5,Houston -20.5,134.5
2021,852,847,Illinois,Loyola Chicago,32,Illinois,-7.0,Illinois -7,132.5
2021,830,833,Oregon St.,Oklahoma St.,32,Oklahoma State,-6.0,Oklahoma State -6,139.5
2021,825,811,Syracuse,West Virginia,32,West Virginia,-4.0,West Virginia -4,149.0
2021,828,853,Rutgers,Houston,32,Houston,-7.5,Houston -7.5,131.5
2021,847,830,Loyola Chicago,Oregon St.,16,Loyola (IL),-7.0,Loyola (IL) -7,125.5
2021,825,853,Syracuse,Houston,16,Houston,-6.5,Houston -6.5,141.0
2021,830,853,Oregon St.,Houston,8,Houston,-8.0,Houston -8,130.5
2021,871,854,Baylor,Hartford,64,Baylor,-25.5,Baylor -25.5,139.0
2021,838,808,North Carolina,Wisconsin,64,North Carolina,-2.0,North Carolina -2,136.5
2021,814,809,Villanova,Winthrop,64,Villanova,-6.0,Villanova -6,144.0
2021,829,837,Purdue,North Texas,64,Purdue,-7.5,Purdue -7.5,124.0
2021,821,816,Texas Tech,Utah St.,64,Texas Tech,-4.5,Texas Tech -4.5,128.5
2021,872,867,Arkansas,Colgate,64,Arkansas,-8.5,Arkansas -8.5,161.0
2021,860,812,Florida,Virginia Tech,64,Virginia Tech,-1.5,Virginia Tech -1.5,134.5
2021,835,832,Ohio St.,Oral Roberts,64,Ohio State,-15.0,Ohio State -15,157.0
2021,871,808,Baylor,Wisconsin,32,Baylor,-6.5,Baylor -6.5,136.0
2021,814,837,Villanova,North Texas,32,Villanova,-6.0,Villanova -6,125.5
2021,821,872,Texas Tech,Arkansas,32,Texas Tech,-2.0,Texas Tech -2,140.5
2021,860,832,Florida,Oral Roberts,32,Florida,-9.0,Florida -9,149.5
2021,871,814,Baylor,Villanova,16,Baylor,-7.5,Baylor -7.5,142.5
2021,872,832,Arkansas,Oral Roberts,16,Arkansas,-11.5,Arkansas -11.5,157.0
2021,871,872,Baylor,Arkansas,8,Baylor,-7.5,Baylor -7.5,148.0
2021,823,875,Texas,Abilene Christian,64,Drake,-2.0,Drake -2,139.5
2021,856,839,Gonzaga,Norfolk St.,64,Gonzaga,-33.0,Gonzaga -33,153.5
2021,834,842,Oklahoma,Missouri,64,Missouri,-1.0,Missouri -1,139.5
2021,864,820,Creighton,UC Santa Barbara,64,Creighton,-7.5,Creighton -7.5,138.0
2021,813,836,Virginia,Ohio,64,Virginia,-6.5,Virginia -6.5,130.5
2021,817,863,USC,Drake,64,Southern California,-7.5,Southern California -7.5,135.0
2021,849,861,Kansas,Eastern Washington,64,Kansas,-10.5,Kansas -10.5,145.0
2021,850,855,Iowa,Grand Canyon,64,Iowa,-13.5,Iowa -13.5,144.0
2021,856,834,Gonzaga,Oklahoma,32,Gonzaga,-15.5,Gonzaga -15.5,156.0
2021,864,836,Creighton,Ohio,32,Creighton,-5.5,Creighton -5.5,150.5
2021,817,849,USC,Kansas,32,Southern California,-1.5,Southern California -1.5,136.0
2021,831,850,Oregon,Iowa,32,Iowa,-4.5,Iowa -4.5,151.5
2021,856,864,Gonzaga,Creighton,16,Gonzaga,-12.5,Gonzaga -12.5,159.5
2021,817,831,USC,Oregon,16,Southern California,-2.5,Southern California -2.5,138.0
2021,856,817,Gonzaga,USC,8,Gonzaga,-9.0,Gonzaga -9,151.5
2021,856,819,Gonzaga,UCLA,4,Gonzaga,-14.0,Gonzaga -14,147.5
2021,871,853,Baylor,Houston,4,Baylor,-5.0,Baylor -5,136.0
2021,856,871,Gonzaga,Baylor,2,Gonzaga,-4.5,Gonzaga -4.5,158.5
2022,938,905,Baylor,Norfolk St.,64,Baylor,-20.5,Baylor -20.5,137.5
2022,904,913,North Carolina,Marquette,64,North Carolina,-4.0,North Carolina -4,153.5
2022,897,922,Saint Mary's,Indiana,64,Saint Mary's (CA),-2.5,Saint Mary's (CA) -2.5,124.5
2022,884,943,UCLA,Akron,64,UCLA,-13.5,UCLA -13.5,128.0
2022,889,880,Texas,Virginia Tech,64,Texas,-1.5,Texas -1.5,124.0
2022,900,876,Purdue,Yale,64,Purdue,-16.5,Purdue -16.5,144.5
2022,907,894,Murray St.,San Francisco,64,Murray State,-1.5,Murray State -1.5,137.5
2022,917,896,Kentucky,Saint Peter's,64,Kentucky,-18.0,Kentucky -18,132.0
2022,938,904,Baylor,North Carolina,32,Baylor,-5.5,Baylor -5.5,149.0
2022,897,884,Saint Mary's,UCLA,32,UCLA,-2.5,UCLA -2.5,126.0
2022,889,900,Texas,Purdue,32,Purdue,-3.0,Purdue -3,135.0
2022,907,896,Murray St.,Saint Peter's,32,Murray State,-8.0,Murray State -8,128.5
2022,904,884,North Carolina,UCLA,16,UCLA,-2.5,UCLA -2.5,141.0
2022,900,896,Purdue,Saint Peter's,16,Purdue,-13.0,Purdue -13,135.0
2022,904,896,North Carolina,Saint Peter's,8,North Carolina,-8.5,North Carolina -8.5,138.5
2022,918,887,Kansas,Texas Southern,64,Kansas,-21.5,Kansas -21.5,146.0
2022,895,930,San Diego St.,Creighton,64,San Diego State,-2.5,San Diego State -2.5,120.5
2022,921,899,Iowa,Richmond,64,Iowa,-9.5,Iowa -9.5,150.5
2022,901,892,Providence,South Dakota St.,64,Providence,-3.0,Providence -3,148.0
2022,914,920,LSU,Iowa St.,64,Louisiana State,-3.0,Louisiana State -3,129.0
2022,879,933,Wisconsin,Colgate,64,Wisconsin,-7.5,Wisconsin -7.5,140.0
2022,883,911,USC,Miami FL,64,Southern California,-2.0,Southern California -2,139.0
2022,939,919,Auburn,Jacksonville St.,64,Auburn,-14.0,Auburn -14,140.0
2022,918,930,Kansas,Creighton,32,Kansas,-13.5,Kansas -13.5,141.0
2022,899,901,Richmond,Providence,32,Providence,-3.5,Providence -3.5,134.0
2022,920,879,Iowa St.,Wisconsin,32,Wisconsin,-3.5,Wisconsin -3.5,126.0
2022,911,939,Miami FL,Auburn,32,Auburn,-6.5,Auburn -6.5,144.5
2022,918,901,Kansas,Providence,16,Kansas,-7.0,Kansas -7,141.0
2022,920,911,Iowa St.,Miami FL,16,Miami (FL),-3.5,Miami (FL) -3.5,131.0
2022,918,911,Kansas,Miami FL,8,Kansas,-5.5,Kansas -5.5,146.0
2022,941,878,Arizona,Wright St.,64,Arizona,-21.5,Arizona -21.5,157.5
2022,893,891,Seton Hall,TCU,64,Seton Hall,-1.5,Seton Hall -1.5,129.0
2022,924,885,Houston,UAB,64,Houston,-8.5,Houston -8.5,138.0
2022,923,934,Illinois,Chattanooga,64,Illinois,-7.5,Illinois -7.5,137.0
2022,932,910,Colorado St.,Michigan,64,Michigan,-1.5,Michigan -1.5,137.5
2022,890,916,Tennessee,Longwood,64,Tennessee,-18.0,Tennessee -18,133.5
2022,902,915,Ohio St.,Loyola Chicago,64,Loyola (IL),-1.0,Loyola (IL) -1,133.0
2022,881,928,Villanova,Delaware,64,Villanova,-15.0,Villanova -15,135.0
2022,941,891,Arizona,TCU,32,Arizona,-9.5,Arizona -9.5,146.5
2022,924,923,Houston,Illinois,32,Houston,-3.5,Houston -3.5,133.5
2022,910,890,Michigan,Tennessee,32,Tennessee,-6.5,Tennessee -6.5,136.5
2022,902,881,Ohio St.,Villanova,32,Villanova,-5.0,Villanova -5,134.0
2022,941,924,Arizona,Houston,16,Arizona,-1.5,Arizona -1.5,147.0
2022,910,881,Michigan,Villanova,16,Villanova,-4.5,Villanova -4.5,137.0
2022,924,881,Houston,Villanova,8,Houston,-3.0,Houston -3,126.5
2022,925,926,Gonzaga,Georgia St.,64,Gonzaga,-22.5,Gonzaga -22.5,149.5
2022,937,912,Boise St.,Memphis,64,Memphis,-3.5,Memphis -3.5,133.0
2022,931,906,Connecticut,New Mexico St.,64,Connecticut,-6.0,Connecticut -6,131.0
2022,940,882,Arkansas,Vermont,64,Arkansas,-4.5,Arkansas -4.5,141.0
2022,942,903,Alabama,Notre Dame,64,Alabama,-4.0,Alabama -4,153.0
2022,886,908,Texas Tech,Montana St.,64,Texas Tech,-14.5,Texas Tech -14.5,131.5
2022,909,929,Michigan St.,Davidson,64,Davidson,-1.5,Davidson -1.5,139.5
2022,927,935,Duke,Cal St. Fullerton,64,Duke,-18.5,Duke -18.5,146.0
2022,925,912,Gonzaga,Memphis,32,Gonzaga,-9.5,Gonzaga -9.5,154.5
2022,906,940,New Mexico St.,Arkansas,32,Arkansas,-6.5,Arkansas -6.5,139.0
2022,903,886,Notre Dame,Texas Tech,32,Texas Tech,-8.0,Texas Tech -8,133.5
2022,909,927,Michigan St.,Duke,32,Duke,-6.0,Duke -6,146.5
2022,925,940,Gonzaga,Arkansas,16,Gonzaga,-9.5,Gonzaga -9.5,154.0
2022,886,927,Texas Tech,Duke,16,Duke,-1.0,Duke -1,136.5
2022,940,927,Arkansas,Duke,8,Duke,-4.5,Duke -4.5,148.0
2022,927,904,Duke,North Carolina,4,Duke,-4.5,Duke -4.5,153.5
2022,881,918,Villanova,Kansas,4,Kansas,-4.0,Kansas -4,133.5
2023,963,998,Purdue,Fairleigh Dickinson,64,Purdue,-23.5,Purdue -23.5,146.5
2023,978,997,Memphis,Florida Atlantic,64,Memphis,-1.5,Memphis -1.5,151.0
2023,999,968,Duke,Oral Roberts,64,Duke,-5.5,Duke -5.5,146.5
2023,958,981,Tennessee,Louisiana Lafayette,64,Tennessee,-11.5,Tennessee -11.5,135.5
2023,982,964,Kentucky,Providence,64,Kentucky,-4.5,Kentucky -4.5,143.0
2023,985,973,Kansas St.,Montana St.,64,Kansas State,-7.0,Kansas State -7,138.5
2023,976,950,Michigan St.,USC,64,Michigan State,-1.5,Michigan State -1.5,137.5
2023,980,947,Marquette,Vermont,64,Marquette,-10.0,Marquette -10,142.5
2023,998,997,Fairleigh Dickinson,Florida Atlantic,32,Florida Atlantic,-16.5,Florida Atlantic -16.5,145.0
2023,999,958,Duke,Tennessee,32,Duke,-3.0,Duke -3,126.0
2023,982,985,Kentucky,Kansas St.,32,Kentucky,-3.0,Kentucky -3,143.0
2023,976,980,Michigan St.,Marquette,32,Marquette,-3.0,Marquette -3,139.5
2023,997,958,Florida Atlantic,Tennessee,16,Tennessee,-4.5,Tennessee -4.5,130.0
2023,985,976,Kansas St.,Michigan St.,16,Kansas State,-1.0,Kansas State -1,137.5
2023,997,985,Florida Atlantic,Kansas St.,8,Kansas State,-1.5,Kansas State -1.5,143.0
2023,993,970,Houston,Northern Kentucky,64,Houston,-19.5,Houston -19.5,122.0
2023,988,1007,Iowa,Auburn,64,Auburn,-2.0,Auburn -2,151.0
2023,977,1000,Miami FL,Drake,64,Miami (FL),-2.5,Miami (FL) -2.5,145.5
2023,990,983,Indiana,Kent St.,64,Indiana,-4.0,Indiana -4,138.5
2023,987,966,Iowa St.,Pittsburgh,64,Iowa State,-4.5,Iowa State -4.5,131.5
2023,944,984,Xavier,Kennesaw St.,64,Xavier,-12.5,Xavier -12.5,153.5
2023,957,1004,Texas,Colgate,64,Texas,-12.5,Texas -12.5,148.5
2023,993,1007,Houston,Auburn,32,Houston,-5.5,Houston -5.5,131.5
2023,977,990,Miami FL,Indiana,32,Indiana,-1.5,Indiana -1.5,145.5
2023,966,944,Pittsburgh,Xavier,32,Xavier,-4.5,Xavier -4.5,147.5
2023,967,957,Penn St.,Texas,32,Texas,-5.0,Texas -5,138.0
2023,993,977,Houston,Miami FL,16,Houston,-8.0,Houston -8,139.5
2023,944,957,Xavier,Texas,16,Texas,-4.5,Texas -4.5,148.0
2023,977,957,Miami FL,Texas,8,Texas,-3.5,Texas -3.5,147.5
2023,1011,955,Alabama,Texas A&M Corpus Chris,64,Alabama,-24.5,Alabama -24.5,154.0
2023,979,945,Maryland,West Virginia,64,West Virginia,-2.5,West Virginia -2.5,138.0
2023,961,1003,San Diego St.,College of Charleston,64,San Diego State,-5.0,San Diego State -5,142.0
2023,946,996,Virginia,Furman,64,Virginia,-5.0,Virginia -5,130.5
2023,1001,971,Creighton,North Carolina St.,64,Creighton,-5.0,Creighton -5,148.5
2023,1006,953,Baylor,UC Santa Barbara,64,Baylor,-11.0,Baylor -11,141.0
2023,974,949,Missouri,Utah St.,64,Utah State,-1.5,Utah State -1.5,154.5
2023,1010,965,Arizona,Princeton,64,Arizona,-15.0,Arizona -15,154.5
2023,1011,979,Alabama,Maryland,32,Alabama,-8.5,Alabama -8.5,142.5
2023,961,996,San Diego St.,Furman,32,San Diego State,-5.5,San Diego State -5.5,136.5
2023,1001,1006,Creighton,Baylor,32,Creighton,-1.5,Creighton -1.5,143.0
2023,974,965,Missouri,Princeton,32,Missouri,-6.0,Missouri -6,144.5
2023,1011,961,Alabama,San Diego St.,16,Alabama,-7.0,Alabama -7,138.0
2023,1001,965,Creighton,Princeton,16,Creighton,-9.5,Creighton -9.5,141.0
2023,961,1001,San Diego St.,Creighton,8,Creighton,-2.0,Creighton -2,134.5
2023,986,992,Kansas,Howard,64,Kansas,-21.5,Kansas -21.5,146.5
2023,1008,991,Arkansas,Illinois,64,Arkansas,-2.0,Arkansas -2,142.5
2023,962,948,Saint Mary's,VCU,64,Saint Mary's (CA),-4.0,Saint Mary's (CA) -4,123.0
2023,1002,989,Connecticut,Iona,64,Connecticut,-9.5,Connecticut -9.5,140.5
2023,959,1009,TCU,Arizona St.,64,TCU,-4.5,TCU -4.5,141.5
2023,995,994,Gonzaga,Grand Canyon,64,Gonzaga,-15.5,Gonzaga -15.5,154.0
2023,969,1005,Northwestern,Boise St.,64,Northwestern,-2.0,Northwestern -2,128.0
2023,952,951,UCLA,UNC Asheville,64,UCLA,-17.5,UCLA -17.5,136.0
2023,986,1008,Kansas,Arkansas,32,Kansas,-3.5,Kansas -3.5,143.0
2023,962,1002,Saint Mary's,Connecticut,32,Connecticut,-3.5,Connecticut -3.5,125.0
2023,959,995,TCU,Gonzaga,32,Gonzaga,-4.5,Gonzaga -4.5,153.5
2023,969,952,Northwestern,UCLA,32,UCLA,-7.0,UCLA -7,126.0
2023,1008,1002,Arkansas,Connecticut,16,Connecticut,-3.5,Connecticut -3.5,140.0
2023,995,952,Gonzaga,UCLA,16,UCLA,-1.0,UCLA -1,146.5
2023,1002,995,Connecticut,Gonzaga,8,Connecticut,-2.5,Connecticut -2.5,153.0
2023,961,997,San Diego St.,Florida Atlantic,4,San Diego State,-2.5,San Diego State -2.5,130.5
2023,977,1002,Miami FL,Connecticut,4,Connecticut,-6.0,Connecticut -6,149.0
2024,1067,1026,Connecticut,Stetson,64,Connecticut,-27.5,Connecticut -27.5,145.5
2024,1060,1036,Florida Atlantic,Northwestern,64,Florida Atlantic,-4.0,Florida Atlantic -4,142.5
2024,1029,1020,San Diego St.,UAB,64,San Diego State,-6.5,San Diego State -6.5,140.0
2024,1076,1012,Auburn,Yale,64,Auburn,-14.0,Auburn -14,140.5
2024,1073,1062,BYU,Duquesne,64,Brigham Young,-9.5,Brigham Young -9.5,142.0
2024,1015,1064,Washington St.,Drake,64,Drake,-1.0,Drake -1,138.5
2024,1053,1027,Iowa St.,South Dakota St.,64,Iowa State,-15.0,Iowa State -15,135.0
2024,1067,1036,Connecticut,Northwestern,32,Connecticut,-13.5,Connecticut -13.5,136.0
2024,1029,1012,San Diego St.,Yale,32,San Diego State,-5.5,San Diego State -5.5,131.5
2024,1062,1054,Duquesne,Illinois,32,Illinois,-10.0,Illinois -10,147.0
2024,1015,1053,Washington St.,Iowa St.,32,Iowa State,-6.5,Iowa State -6.5,127.0
2024,1067,1029,Connecticut,San Diego St.,16,Connecticut,-12.0,Connecticut -12,136.5
2024,1054,1053,Illinois,Iowa St.,16,Iowa State,-1.5,Iowa State -1.5,147.0
2024,1067,1054,Connecticut,Illinois,8,Connecticut,-8.0,Connecticut -8,154.5
2024,1033,1058,Purdue,Grambling St.,64,Purdue,-27.0,Purdue -27,138.0
2024,1019,1025,Utah St.,TCU,64,TCU,-4.0,TCU -4,149.5
2024,1059,1046,Gonzaga,McNeese St.,64,Gonzaga,-6.5,Gonzaga -6.5,149.0
2024,1051,1030,Kansas,Samford,64,Kansas,-7.5,Kansas -7.5,152.5
2024,1028,1034,South Carolina,Oregon,64,Oregon,-2.5,Oregon -2.5,136.0
2024,1066,1079,Creighton,Akron,64,Creighton,-12.0,Creighton -12,143.0
2024,1023,1068,Texas,Colorado St.,64,Texas,-3.0,Texas -3,143.5
2024,1024,1031,Tennessee,Saint Peter's,64,Tennessee,-22.0,Tennessee -22,130.5
2024,1033,1019,Purdue,Utah St.,32,Purdue,-11.5,Purdue -11.5,150.5
2024,1059,1051,Gonzaga,Kansas,32,Gonzaga,-4.0,Gonzaga -4,154.0
2024,1034,1066,Oregon,Creighton,32,Creighton,-3.5,Creighton -3.5,148.0
2024,1023,1024,Texas,Tennessee,32,Tennessee,-6.5,Tennessee -6.5,144.5
2024,1033,1059,Purdue,Gonzaga,16,Purdue,-4.5,Purdue -4.5,155.5
2024,1066,1024,Creighton,Tennessee,16,Tennessee,-3.5,Tennessee -3.5,146.5
2024,1033,1024,Purdue,Tennessee,8,Purdue,-3.0,Purdue -3,148.0
2024,1056,1048,Houston,Longwood,64,Houston,-24.0,Houston -24,129.5
2024,1041,1022,Nebraska,Texas A&M,64,Texas A&M,-1.0,Texas A&M -1,149.0
2024,1013,1052,Wisconsin,James Madison,64,Wisconsin,-5.0,Wisconsin -5,144.0
2024,1063,1018,Duke,Vermont,64,Duke,-12.5,Duke -12.5,133.0
2024,1021,1037,Texas Tech,North Carolina St.,64,Texas Tech,-5.0,Texas Tech -5,147.0
2024,1050,1035,Kentucky,Oakland,64,Kentucky,-13.5,Kentucky -13.5,160.0
2024,1061,1069,Florida,Colorado,64,Colorado,-1.0,Colorado -1,157.0
2024,1047,1014,Marquette,Western Kentucky,64,Marquette,-14.5,Marquette -14.5,157.0
2024,1056,1022,Houston,Texas A&M,32,Houston,-8.5,Houston -8.5,135.5
2024,1052,1063,James Madison,Duke,32,Duke,-6.0,Duke -6,147.5
2024,1037,1035,North Carolina St.,Oakland,32,NC State,-6.5,NC State -6.5,147.0
2024,1069,1047,Colorado,Marquette,32,Marquette,-4.5,Marquette -4.5,150.5
2024,1056,1063,Houston,Duke,16,Houston,-4.5,Houston -4.5,134.0
2024,1037,1047,North Carolina St.,Marquette,16,Marquette,-7.5,Marquette -7.5,151.5
2024,1063,1037,Duke,North Carolina St.,8,Duke,-7.0,Duke -7,142.0
2024,1038,1016,North Carolina,Wagner,64,North Carolina,-25.5,North Carolina -25.5,133.5
2024,1044,1045,Mississippi St.,Michigan St.,64,Michigan State,-1.5,Michigan State -1.5,130.5
2024,1032,1057,Saint Mary's,Grand Canyon,64,Saint Mary's (CA),-5.5,Saint Mary's (CA) -5.5,132.0
2024,1078,1070,Alabama,College of Charleston,64,Alabama,-8.5,Alabama -8.5,172.5
2024,1072,1039,Clemson,New Mexico,64,New Mexico,-2.0,New Mexico -2,153.0
2024,1075,1071,Baylor,Colgate,64,Baylor,-14.5,Baylor -14.5,137.5
2024,1065,1040,Dayton,Nevada,64,Nevada,-1.5,Nevada -1.5,137.0
2024,1077,1049,Arizona,Long Beach St.,64,Arizona,-20.0,Arizona -20,163.5
2024,1057,1078,Grand Canyon,Alabama,32,Alabama,-6.0,Alabama -6,173.0
2024,1072,1075,Clemson,Baylor,32,Baylor,-4.5,Baylor -4.5,145.5
2024,1065,1077,Dayton,Arizona,32,Arizona,-8.5,Arizona -8.5,148.5
2024,1038,1078,North Carolina,Alabama,16,North Carolina,-4.5,North Carolina -4.5,175.0
2024,1072,1077,Clemson,Arizona,16,Arizona,-7.0,Arizona -7,152.5
2024,1078,1072,Alabama,Clemson,8,Alabama,-3.5,Alabama -3.5,162.5
2024,1067,1078,Connecticut,Alabama,4,Connecticut,-10.0,Connecticut -10,160.5
2024,1037,1033,North Carolina St.,Purdue,4,Purdue,-9.5,Purdue -9.5,146.5
2024,1067,1033,Connecticut,Purdue,2,Connecticut,-7.0,Connecticut -7,143.0
2025,1132,1108,Duke,Mount St. Mary's,64,Duke,-32.5,Duke -32.5,141.5
2025,1111,1140,Mississippi St.,Baylor,64,Mississippi State,-1.5,Mississippi State -1.5,148.5
2025,1102,1121,Oregon,Liberty,64,Oregon,-7.5,Oregon -7.5,137.5
2025,1143,1147,Arizona,Akron,64,Arizona,-13.5,Arizona -13.5,164.5
2025,1138,1084,BYU,VCU,64,Brigham Young,-1.5,Brigham Young -1.5,148.5
2025,1083,1109,Wisconsin,Montana,64,Wisconsin,-16.5,Wisconsin -16.5,152.5
2025,1098,1085,Saint Mary's,Vanderbilt,64,Saint Mary's (CA),-4.5,Saint Mary's (CA) -4.5,135.5
2025,1146,1100,Alabama,Robert Morris,64,Alabama,-21.5,Alabama -21.5,168.5
2025,1132,1140,Duke,Baylor,32,Duke,-12.5,Duke -12.5,145.5
2025,1102,1143,Oregon,Arizona,32,Arizona,-4.5,Arizona -4.5,150.5
2025,1138,1083,BYU,Wisconsin,32,Wisconsin,-1.5,Wisconsin -1.5,156.5
2025,1098,1146,Saint Mary's,Alabama,32,Alabama,-5.5,Alabama -5.5,149.5
2025,1132,1143,Duke,Arizona,16,Duke,-9.5,Duke -9.5,154.5
2025,1138,1146,BYU,Alabama,16,Alabama,-4.5,Alabama -4.5,175.5
2025,1132,1146,Duke,Alabama,8,Duke,-6.5,Duke -6.5,175.5
2025,1126,1096,Houston,SIU Edwardsville,64,Houston,-28.5,Houston -28.5,127.5
2025,1129,1130,Gonzaga,Georgia,64,Gonzaga,-7.5,Gonzaga -7.5,153.5
2025,1137,1116,Clemson,McNeese St.,64,Clemson,-7.5,Clemson -7.5,136.5
2025,1101,1127,Purdue,High Point,64,Purdue,-7.5,Purdue -7.5,153.5
2025,1125,1081,Illinois,Xavier,64,Illinois,-4.5,Illinois -4.5,162.5
2025,1122,1090,Kentucky,Troy,64,Kentucky,-10.5,Kentucky -10.5,151.5
2025,1088,1086,UCLA,Utah St.,64,UCLA,-5.5,UCLA -5.5,143.5
2025,1094,1082,Tennessee,Wofford,64,Tennessee,-18.5,Tennessee -18.5,135.5
2025,1126,1129,Houston,Gonzaga,32,Houston,-5.5,Houston -5.5,141.5
2025,1116,1101,McNeese St.,Purdue,32,Purdue,-6.5,Purdue -6.5,141.5
2025,1125,1122,Illinois,Kentucky,32,Illinois,-2.5,Illinois -2.5,167.5
2025,1088,1094,UCLA,Tennessee,32,Tennessee,-5.5,Tennessee -5.5,131.5
2025,1126,1101,Houston,Purdue,16,Houston,-8.5,Houston -8.5,134.5
2025,1122,1094,Kentucky,Tennessee,16,Tennessee,-5.5,Tennessee -5.5,145.5
2025,1126,1094,Houston,Tennessee,8,Houston,-2.5,Houston -2.5,126.5
2025,1141,1145,Auburn,Alabama St.,64,Auburn,-32.5,Auburn -32.5,148.5
